,drug,HC03_VC208,HC03_VC207,HC03_VC206,HC03_VC205,HC03_VC204,HC03_VC203,HC03_VC202,HC03_VC201,HC03_VC200,HC03_VC199,HC03_VC198,HC03_VC197,HC03_VC196,HC03_VC195,HC03_VC194,HC03_VC193
335,low,HC03_VC208_3,HC03_VC207_3,HC03_VC206_2,HC03_VC205_3,HC03_VC204_2,HC03_VC203_3,HC03_VC202_2,HC03_VC201_3,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_3,HC03_VC195_1,HC03_VC194_4,HC03_VC193_3
336,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_2,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
337,low,HC03_VC208_4,HC03_VC207_3,HC03_VC206_3,HC03_VC205_4,HC03_VC204_1,HC03_VC203_4,HC03_VC202_1,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_1
338,low,HC03_VC208_4,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_3,HC03_VC203_2,HC03_VC202_2,HC03_VC201_2,HC03_VC200_4,HC03_VC199_2,HC03_VC198_4,HC03_VC197_1,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
339,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_2,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_2,HC03_VC199_1,HC03_VC198_4,HC03_VC197_4,HC03_VC196_3,HC03_VC195_1,HC03_VC194_4,HC03_VC193_2
340,low,HC03_VC208_1,HC03_VC207_2,HC03_VC206_3,HC03_VC205_4,HC03_VC204_4,HC03_VC203_3,HC03_VC202_2,HC03_VC201_4,HC03_VC200_2,HC03_VC199_1,HC03_VC198_4,HC03_VC197_4,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
341,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_2,HC03_VC205_2,HC03_VC204_1,HC03_VC203_2,HC03_VC202_2,HC03_VC201_3,HC03_VC200_1,HC03_VC199_1,HC03_VC198_3,HC03_VC197_4,HC03_VC196_2,HC03_VC195_3,HC03_VC194_2,HC03_VC193_3
342,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
343,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_3,HC03_VC203_4,HC03_VC202_2,HC03_VC201_3,HC03_VC200_1,HC03_VC199_2,HC03_VC198_3,HC03_VC197_3,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_1
344,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
345,low,HC03_VC208_2,HC03_VC207_2,HC03_VC206_2,HC03_VC205_2,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_2,HC03_VC199_1,HC03_VC198_2,HC03_VC197_2,HC03_VC196_2,HC03_VC195_2,HC03_VC194_3,HC03_VC193_1
346,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_2,HC03_VC204_1,HC03_VC203_4,HC03_VC202_1,HC03_VC201_2,HC03_VC200_2,HC03_VC199_2,HC03_VC198_3,HC03_VC197_1,HC03_VC196_3,HC03_VC195_3,HC03_VC194_2,HC03_VC193_4
347,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_4,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2
348,low,HC03_VC208_3,HC03_VC207_3,HC03_VC206_2,HC03_VC205_2,HC03_VC204_3,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_2,HC03_VC199_2,HC03_VC198_2,HC03_VC197_4,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_1
349,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
350,low,HC03_VC208_2,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_3,HC03_VC197_2,HC03_VC196_3,HC03_VC195_3,HC03_VC194_3,HC03_VC193_1
351,low,HC03_VC208_4,HC03_VC207_3,HC03_VC206_2,HC03_VC205_2,HC03_VC204_4,HC03_VC203_3,HC03_VC202_2,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_3,HC03_VC197_1,HC03_VC196_3,HC03_VC195_2,HC03_VC194_2,HC03_VC193_3
352,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_2,HC03_VC203_2,HC03_VC202_2,HC03_VC201_3,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_4,HC03_VC196_3,HC03_VC195_3,HC03_VC194_3,HC03_VC193_1
353,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_1,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
354,low,HC03_VC208_4,HC03_VC207_2,HC03_VC206_3,HC03_VC205_3,HC03_VC204_2,HC03_VC203_1,HC03_VC202_2,HC03_VC201_3,HC03_VC200_1,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_3,HC03_VC193_1
355,low,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_3,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_2,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
356,low,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_4,HC03_VC203_3,HC03_VC202_2,HC03_VC201_1,HC03_VC200_1,HC03_VC199_2,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_3
357,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_3,HC03_VC196_1,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1
358,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_4,HC03_VC204_4,HC03_VC203_2,HC03_VC202_2,HC03_VC201_3,HC03_VC200_2,HC03_VC199_1,HC03_VC198_4,HC03_VC197_4,HC03_VC196_3,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3
359,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_3,HC03_VC204_2,HC03_VC203_2,HC03_VC202_2,HC03_VC201_2,HC03_VC200_3,HC03_VC199_2,HC03_VC198_2,HC03_VC197_3,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_3
360,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2
361,low,HC03_VC208_2,HC03_VC207_1,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_3,HC03_VC197_1,HC03_VC196_3,HC03_VC195_1,HC03_VC194_3,HC03_VC193_3
362,low,HC03_VC208_3,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_3,HC03_VC203_2,HC03_VC202_2,HC03_VC201_2,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_2,HC03_VC196_1,HC03_VC195_3,HC03_VC194_2,HC03_VC193_3
363,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_2
364,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_3,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_2,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
365,low,HC03_VC208_4,HC03_VC207_2,HC03_VC206_3,HC03_VC205_4,HC03_VC204_4,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_4,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
366,low,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
367,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_1,HC03_VC203_3,HC03_VC202_2,HC03_VC201_2,HC03_VC200_1,HC03_VC199_2,HC03_VC198_2,HC03_VC197_1,HC03_VC196_2,HC03_VC195_3,HC03_VC194_2,HC03_VC193_1
368,low,HC03_VC208_2,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_2,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_2,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_4
369,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_3,HC03_VC205_3,HC03_VC204_1,HC03_VC203_2,HC03_VC202_1,HC03_VC201_3,HC03_VC200_3,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_3,HC03_VC195_3,HC03_VC194_2,HC03_VC193_3
370,low,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_3,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_2,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2
371,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_2,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_4,HC03_VC199_2,HC03_VC198_4,HC03_VC197_1,HC03_VC196_4,HC03_VC195_3,HC03_VC194_1,HC03_VC193_4
372,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_2,HC03_VC203_2,HC03_VC202_2,HC03_VC201_2,HC03_VC200_2,HC03_VC199_1,HC03_VC198_2,HC03_VC197_3,HC03_VC196_3,HC03_VC195_2,HC03_VC194_2,HC03_VC193_2
373,low,HC03_VC208_2,HC03_VC207_2,HC03_VC206_3,HC03_VC205_4,HC03_VC204_2,HC03_VC203_4,HC03_VC202_2,HC03_VC201_3,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_3,HC03_VC195_3,HC03_VC194_4,HC03_VC193_1
374,low,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
375,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
376,low,HC03_VC208_3,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_4,HC03_VC199_1,HC03_VC198_2,HC03_VC197_2,HC03_VC196_2,HC03_VC195_3,HC03_VC194_1,HC03_VC193_2
377,low,HC03_VC208_4,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_3,HC03_VC203_3,HC03_VC202_2,HC03_VC201_2,HC03_VC200_4,HC03_VC199_2,HC03_VC198_2,HC03_VC197_2,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_4
378,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_2,HC03_VC205_1,HC03_VC204_3,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_2,HC03_VC193_1
379,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_2
380,low,HC03_VC208_2,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_2,HC03_VC195_1,HC03_VC194_1,HC03_VC193_3
381,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_2,HC03_VC204_3,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_2,HC03_VC199_2,HC03_VC198_4,HC03_VC197_2,HC03_VC196_4,HC03_VC195_3,HC03_VC194_3,HC03_VC193_4
382,low,HC03_VC208_4,HC03_VC207_3,HC03_VC206_3,HC03_VC205_4,HC03_VC204_2,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_2
383,low,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_2,HC03_VC194_2,HC03_VC193_2
384,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_2,HC03_VC204_2,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_3,HC03_VC196_3,HC03_VC195_3,HC03_VC194_3,HC03_VC193_3
385,low,HC03_VC208_2,HC03_VC207_1,HC03_VC206_1,HC03_VC205_2,HC03_VC204_4,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
386,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_3,HC03_VC203_4,HC03_VC202_2,HC03_VC201_3,HC03_VC200_3,HC03_VC199_1,HC03_VC198_4,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_3,HC03_VC193_1
387,low,HC03_VC208_1,HC03_VC207_2,HC03_VC206_2,HC03_VC205_2,HC03_VC204_2,HC03_VC203_3,HC03_VC202_1,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_3,HC03_VC197_2,HC03_VC196_4,HC03_VC195_3,HC03_VC194_2,HC03_VC193_2
388,low,HC03_VC208_3,HC03_VC207_2,HC03_VC206_3,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_1,HC03_VC201_2,HC03_VC200_4,HC03_VC199_1,HC03_VC198_2,HC03_VC197_1,HC03_VC196_1,HC03_VC195_3,HC03_VC194_2,HC03_VC193_2
389,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_3,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_2,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_4,HC03_VC196_2,HC03_VC195_2,HC03_VC194_3,HC03_VC193_1
390,low,HC03_VC208_3,HC03_VC207_3,HC03_VC206_1,HC03_VC205_4,HC03_VC204_1,HC03_VC203_2,HC03_VC202_2,HC03_VC201_4,HC03_VC200_4,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_3,HC03_VC193_4
391,low,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_2,HC03_VC201_3,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_1,HC03_VC196_3,HC03_VC195_3,HC03_VC194_3,HC03_VC193_2
392,low,HC03_VC208_3,HC03_VC207_2,HC03_VC206_1,HC03_VC205_3,HC03_VC204_2,HC03_VC203_3,HC03_VC202_2,HC03_VC201_1,HC03_VC200_3,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_2,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3
393,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_2,HC03_VC205_4,HC03_VC204_4,HC03_VC203_2,HC03_VC202_2,HC03_VC201_1,HC03_VC200_3,HC03_VC199_2,HC03_VC198_2,HC03_VC197_3,HC03_VC196_1,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1
394,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_3,HC03_VC204_1,HC03_VC203_2,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_2,HC03_VC197_2,HC03_VC196_2,HC03_VC195_2,HC03_VC194_1,HC03_VC193_3
395,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_2,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_2,HC03_VC194_1,HC03_VC193_3
396,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
397,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_3,HC03_VC205_4,HC03_VC204_4,HC03_VC203_3,HC03_VC202_1,HC03_VC201_4,HC03_VC200_1,HC03_VC199_1,HC03_VC198_4,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
398,low,HC03_VC208_4,HC03_VC207_2,HC03_VC206_3,HC03_VC205_3,HC03_VC204_1,HC03_VC203_4,HC03_VC202_1,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_3,HC03_VC197_2,HC03_VC196_3,HC03_VC195_3,HC03_VC194_2,HC03_VC193_3
399,low,HC03_VC208_2,HC03_VC207_2,HC03_VC206_1,HC03_VC205_2,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_2,HC03_VC195_3,HC03_VC194_2,HC03_VC193_1
400,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_1,HC03_VC204_2,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_2,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
401,low,HC03_VC208_3,HC03_VC207_3,HC03_VC206_2,HC03_VC205_4,HC03_VC204_4,HC03_VC203_2,HC03_VC202_1,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_3,HC03_VC197_3,HC03_VC196_2,HC03_VC195_3,HC03_VC194_2,HC03_VC193_1
402,low,HC03_VC208_2,HC03_VC207_1,HC03_VC206_3,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_2,HC03_VC197_4,HC03_VC196_1,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
403,low,HC03_VC208_3,HC03_VC207_3,HC03_VC206_1,HC03_VC205_4,HC03_VC204_4,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_1,HC03_VC195_3,HC03_VC194_1,HC03_VC193_3
404,low,HC03_VC208_4,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_3,HC03_VC200_4,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3
405,low,HC03_VC208_1,HC03_VC207_2,HC03_VC206_1,HC03_VC205_4,HC03_VC204_2,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_2,HC03_VC196_3,HC03_VC195_2,HC03_VC194_1,HC03_VC193_2
406,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_4,HC03_VC204_1,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_4,HC03_VC197_2,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_3
407,low,HC03_VC208_3,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_1,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_3,HC03_VC199_2,HC03_VC198_3,HC03_VC197_1,HC03_VC196_2,HC03_VC195_3,HC03_VC194_3,HC03_VC193_4
408,low,HC03_VC208_4,HC03_VC207_1,HC03_VC206_1,HC03_VC205_4,HC03_VC204_3,HC03_VC203_3,HC03_VC202_2,HC03_VC201_2,HC03_VC200_2,HC03_VC199_1,HC03_VC198_3,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_2
409,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_1,HC03_VC199_1,HC03_VC198_1,HC03_VC197_3,HC03_VC196_2,HC03_VC195_1,HC03_VC194_3,HC03_VC193_1
410,low,HC03_VC208_4,HC03_VC207_2,HC03_VC206_3,HC03_VC205_4,HC03_VC204_3,HC03_VC203_4,HC03_VC202_2,HC03_VC201_3,HC03_VC200_3,HC03_VC199_2,HC03_VC198_2,HC03_VC197_1,HC03_VC196_3,HC03_VC195_3,HC03_VC194_3,HC03_VC193_4
411,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_4,HC03_VC203_4,HC03_VC202_2,HC03_VC201_4,HC03_VC200_4,HC03_VC199_2,HC03_VC198_2,HC03_VC197_1,HC03_VC196_1,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
412,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_3,HC03_VC205_3,HC03_VC204_4,HC03_VC203_4,HC03_VC202_2,HC03_VC201_2,HC03_VC200_2,HC03_VC199_2,HC03_VC198_4,HC03_VC197_3,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
413,low,HC03_VC208_3,HC03_VC207_1,HC03_VC206_2,HC03_VC205_1,HC03_VC204_1,HC03_VC203_2,HC03_VC202_2,HC03_VC201_1,HC03_VC200_1,HC03_VC199_2,HC03_VC198_1,HC03_VC197_3,HC03_VC196_2,HC03_VC195_3,HC03_VC194_4,HC03_VC193_1
414,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_1,HC03_VC205_1,HC03_VC204_1,HC03_VC203_1,HC03_VC202_2,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_1,HC03_VC196_1,HC03_VC195_1,HC03_VC194_1,HC03_VC193_1
415,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_3,HC03_VC205_1,HC03_VC204_3,HC03_VC203_2,HC03_VC202_2,HC03_VC201_4,HC03_VC200_4,HC03_VC199_2,HC03_VC198_4,HC03_VC197_4,HC03_VC196_4,HC03_VC195_3,HC03_VC194_4,HC03_VC193_4
416,low,HC03_VC208_1,HC03_VC207_3,HC03_VC206_3,HC03_VC205_3,HC03_VC204_4,HC03_VC203_3,HC03_VC202_2,HC03_VC201_3,HC03_VC200_2,HC03_VC199_2,HC03_VC198_2,HC03_VC197_3,HC03_VC196_2,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1
417,low,HC03_VC208_1,HC03_VC207_1,HC03_VC206_1,HC03_VC205_3,HC03_VC204_3,HC03_VC203_1,HC03_VC202_1,HC03_VC201_1,HC03_VC200_2,HC03_VC199_1,HC03_VC198_1,HC03_VC197_4,HC03_VC196_2,HC03_VC195_3,HC03_VC194_1,HC03_VC193_1
418,low,HC03_VC208_2,HC03_VC207_3,HC03_VC206_3,HC03_VC205_2,HC03_VC204_1,HC03_VC203_4,HC03_VC202_1,HC03_VC201_4,HC03_VC200_2,HC03_VC199_2,HC03_VC198_3,HC03_VC197_1,HC03_VC196_2,HC03_VC195_3,HC03_VC194_3,HC03_VC193_4
