,drug,HC03_VC182,HC03_VC183,HC03_VC184,HC03_VC185,HC03_VC186,HC03_VC187,HC03_VC188,HC03_VC189,HC03_VC190,HC03_VC191,HC03_VC192,HC03_VC193,HC03_VC194,HC03_VC195,HC03_VC196,HC03_VC197,HC03_VC198,HC03_VC199,HC03_VC200,HC03_VC201,HC03_VC202,HC03_VC203,HC03_VC204,HC03_VC205,HC03_VC206,HC03_VC207,HC03_VC208,HC03_VC209
191,mid,HC03_VC182_4,HC03_VC183_2,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_3,HC03_VC188_2,HC03_VC189_4,HC03_VC190_4,HC03_VC191_4,HC03_VC192_1,HC03_VC193_1,HC03_VC194_4,HC03_VC195_4,HC03_VC196_2,HC03_VC197_3,HC03_VC198_2,HC03_VC199_1,HC03_VC200_4,HC03_VC201_3,HC03_VC202_4,HC03_VC203_3,HC03_VC204_1,HC03_VC205_4,HC03_VC206_1,HC03_VC207_2,HC03_VC208_3,HC03_VC209_2
192,mid,HC03_VC182_2,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_3,HC03_VC188_1,HC03_VC189_1,HC03_VC190_3,HC03_VC191_1,HC03_VC192_1,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_3,HC03_VC198_1,HC03_VC199_2,HC03_VC200_2,HC03_VC201_1,HC03_VC202_2,HC03_VC203_1,HC03_VC204_3,HC03_VC205_2,HC03_VC206_1,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
193,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_2,HC03_VC188_3,HC03_VC189_2,HC03_VC190_1,HC03_VC191_1,HC03_VC192_2,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_2,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_2,HC03_VC202_3,HC03_VC203_1,HC03_VC204_1,HC03_VC205_1,HC03_VC206_2,HC03_VC207_1,HC03_VC208_2,HC03_VC209_1
194,mid,HC03_VC182_2,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_1,HC03_VC188_3,HC03_VC189_1,HC03_VC190_1,HC03_VC191_1,HC03_VC192_2,HC03_VC193_1,HC03_VC194_3,HC03_VC195_2,HC03_VC196_1,HC03_VC197_2,HC03_VC198_1,HC03_VC199_2,HC03_VC200_3,HC03_VC201_3,HC03_VC202_2,HC03_VC203_1,HC03_VC204_3,HC03_VC205_1,HC03_VC206_1,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
195,mid,HC03_VC182_1,HC03_VC183_1,HC03_VC184_2,HC03_VC185_3,HC03_VC186_1,HC03_VC187_3,HC03_VC188_1,HC03_VC189_1,HC03_VC190_1,HC03_VC191_3,HC03_VC192_3,HC03_VC193_2,HC03_VC194_1,HC03_VC195_3,HC03_VC196_2,HC03_VC197_1,HC03_VC198_2,HC03_VC199_2,HC03_VC200_2,HC03_VC201_1,HC03_VC202_2,HC03_VC203_2,HC03_VC204_2,HC03_VC205_3,HC03_VC206_1,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
196,mid,HC03_VC182_2,HC03_VC183_4,HC03_VC184_2,HC03_VC185_2,HC03_VC186_2,HC03_VC187_1,HC03_VC188_4,HC03_VC189_2,HC03_VC190_1,HC03_VC191_1,HC03_VC192_3,HC03_VC193_2,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_3,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_1,HC03_VC202_1,HC03_VC203_1,HC03_VC204_3,HC03_VC205_1,HC03_VC206_2,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
197,mid,HC03_VC182_3,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_2,HC03_VC188_2,HC03_VC189_3,HC03_VC190_4,HC03_VC191_3,HC03_VC192_2,HC03_VC193_3,HC03_VC194_4,HC03_VC195_2,HC03_VC196_2,HC03_VC197_1,HC03_VC198_2,HC03_VC199_2,HC03_VC200_2,HC03_VC201_4,HC03_VC202_2,HC03_VC203_3,HC03_VC204_1,HC03_VC205_1,HC03_VC206_2,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
198,mid,HC03_VC182_3,HC03_VC183_2,HC03_VC184_3,HC03_VC185_1,HC03_VC186_1,HC03_VC187_3,HC03_VC188_2,HC03_VC189_2,HC03_VC190_1,HC03_VC191_3,HC03_VC192_2,HC03_VC193_2,HC03_VC194_4,HC03_VC195_3,HC03_VC196_3,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_2,HC03_VC202_3,HC03_VC203_1,HC03_VC204_2,HC03_VC205_2,HC03_VC206_3,HC03_VC207_2,HC03_VC208_3,HC03_VC209_2
199,mid,HC03_VC182_1,HC03_VC183_2,HC03_VC184_1,HC03_VC185_1,HC03_VC186_2,HC03_VC187_2,HC03_VC188_3,HC03_VC189_3,HC03_VC190_2,HC03_VC191_2,HC03_VC192_1,HC03_VC193_1,HC03_VC194_2,HC03_VC195_1,HC03_VC196_1,HC03_VC197_3,HC03_VC198_1,HC03_VC199_2,HC03_VC200_1,HC03_VC201_3,HC03_VC202_3,HC03_VC203_1,HC03_VC204_2,HC03_VC205_2,HC03_VC206_1,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
200,mid,HC03_VC182_3,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_1,HC03_VC187_3,HC03_VC188_2,HC03_VC189_4,HC03_VC190_3,HC03_VC191_4,HC03_VC192_2,HC03_VC193_3,HC03_VC194_4,HC03_VC195_4,HC03_VC196_3,HC03_VC197_4,HC03_VC198_3,HC03_VC199_2,HC03_VC200_4,HC03_VC201_3,HC03_VC202_2,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_3,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
201,mid,HC03_VC182_1,HC03_VC183_3,HC03_VC184_1,HC03_VC185_2,HC03_VC186_3,HC03_VC187_2,HC03_VC188_4,HC03_VC189_1,HC03_VC190_2,HC03_VC191_1,HC03_VC192_2,HC03_VC193_2,HC03_VC194_3,HC03_VC195_2,HC03_VC196_2,HC03_VC197_3,HC03_VC198_2,HC03_VC199_2,HC03_VC200_2,HC03_VC201_4,HC03_VC202_3,HC03_VC203_2,HC03_VC204_1,HC03_VC205_2,HC03_VC206_1,HC03_VC207_2,HC03_VC208_1,HC03_VC209_1
202,mid,HC03_VC182_1,HC03_VC183_3,HC03_VC184_2,HC03_VC185_2,HC03_VC186_1,HC03_VC187_3,HC03_VC188_3,HC03_VC189_3,HC03_VC190_3,HC03_VC191_3,HC03_VC192_2,HC03_VC193_3,HC03_VC194_3,HC03_VC195_3,HC03_VC196_3,HC03_VC197_1,HC03_VC198_3,HC03_VC199_1,HC03_VC200_2,HC03_VC201_2,HC03_VC202_2,HC03_VC203_3,HC03_VC204_2,HC03_VC205_3,HC03_VC206_3,HC03_VC207_1,HC03_VC208_3,HC03_VC209_2
203,mid,HC03_VC182_4,HC03_VC183_3,HC03_VC184_3,HC03_VC185_2,HC03_VC186_3,HC03_VC187_3,HC03_VC188_1,HC03_VC189_4,HC03_VC190_3,HC03_VC191_1,HC03_VC192_3,HC03_VC193_2,HC03_VC194_4,HC03_VC195_3,HC03_VC196_3,HC03_VC197_3,HC03_VC198_4,HC03_VC199_1,HC03_VC200_1,HC03_VC201_4,HC03_VC202_3,HC03_VC203_2,HC03_VC204_2,HC03_VC205_4,HC03_VC206_2,HC03_VC207_3,HC03_VC208_1,HC03_VC209_2
204,mid,HC03_VC182_1,HC03_VC183_1,HC03_VC184_2,HC03_VC185_2,HC03_VC186_2,HC03_VC187_3,HC03_VC188_4,HC03_VC189_3,HC03_VC190_3,HC03_VC191_2,HC03_VC192_2,HC03_VC193_3,HC03_VC194_4,HC03_VC195_3,HC03_VC196_2,HC03_VC197_2,HC03_VC198_3,HC03_VC199_1,HC03_VC200_2,HC03_VC201_3,HC03_VC202_3,HC03_VC203_3,HC03_VC204_2,HC03_VC205_2,HC03_VC206_1,HC03_VC207_1,HC03_VC208_4,HC03_VC209_2
205,mid,HC03_VC182_3,HC03_VC183_3,HC03_VC184_1,HC03_VC185_1,HC03_VC186_3,HC03_VC187_2,HC03_VC188_1,HC03_VC189_1,HC03_VC190_1,HC03_VC191_2,HC03_VC192_1,HC03_VC193_3,HC03_VC194_2,HC03_VC195_2,HC03_VC196_2,HC03_VC197_1,HC03_VC198_1,HC03_VC199_1,HC03_VC200_2,HC03_VC201_2,HC03_VC202_2,HC03_VC203_2,HC03_VC204_1,HC03_VC205_2,HC03_VC206_3,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
206,mid,HC03_VC182_3,HC03_VC183_2,HC03_VC184_3,HC03_VC185_3,HC03_VC186_2,HC03_VC187_1,HC03_VC188_3,HC03_VC189_3,HC03_VC190_3,HC03_VC191_2,HC03_VC192_1,HC03_VC193_3,HC03_VC194_1,HC03_VC195_3,HC03_VC196_3,HC03_VC197_2,HC03_VC198_2,HC03_VC199_2,HC03_VC200_3,HC03_VC201_3,HC03_VC202_3,HC03_VC203_2,HC03_VC204_3,HC03_VC205_3,HC03_VC206_3,HC03_VC207_3,HC03_VC208_2,HC03_VC209_2
207,mid,HC03_VC182_1,HC03_VC183_3,HC03_VC184_1,HC03_VC185_3,HC03_VC186_2,HC03_VC187_3,HC03_VC188_1,HC03_VC189_3,HC03_VC190_3,HC03_VC191_3,HC03_VC192_2,HC03_VC193_2,HC03_VC194_1,HC03_VC195_2,HC03_VC196_3,HC03_VC197_2,HC03_VC198_3,HC03_VC199_2,HC03_VC200_2,HC03_VC201_1,HC03_VC202_1,HC03_VC203_2,HC03_VC204_1,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_2,HC03_VC209_2
208,mid,HC03_VC182_3,HC03_VC183_2,HC03_VC184_2,HC03_VC185_3,HC03_VC186_2,HC03_VC187_3,HC03_VC188_3,HC03_VC189_3,HC03_VC190_4,HC03_VC191_4,HC03_VC192_3,HC03_VC193_4,HC03_VC194_4,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_3,HC03_VC199_2,HC03_VC200_4,HC03_VC201_4,HC03_VC202_3,HC03_VC203_3,HC03_VC204_3,HC03_VC205_4,HC03_VC206_3,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
209,mid,HC03_VC182_2,HC03_VC183_2,HC03_VC184_2,HC03_VC185_2,HC03_VC186_2,HC03_VC187_1,HC03_VC188_2,HC03_VC189_2,HC03_VC190_3,HC03_VC191_1,HC03_VC192_2,HC03_VC193_1,HC03_VC194_2,HC03_VC195_3,HC03_VC196_2,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_3,HC03_VC201_3,HC03_VC202_1,HC03_VC203_2,HC03_VC204_2,HC03_VC205_1,HC03_VC206_1,HC03_VC207_3,HC03_VC208_1,HC03_VC209_2
210,mid,HC03_VC182_4,HC03_VC183_3,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_1,HC03_VC188_1,HC03_VC189_3,HC03_VC190_4,HC03_VC191_3,HC03_VC192_3,HC03_VC193_3,HC03_VC194_1,HC03_VC195_4,HC03_VC196_3,HC03_VC197_4,HC03_VC198_3,HC03_VC199_2,HC03_VC200_2,HC03_VC201_2,HC03_VC202_1,HC03_VC203_2,HC03_VC204_3,HC03_VC205_4,HC03_VC206_1,HC03_VC207_3,HC03_VC208_2,HC03_VC209_2
211,mid,HC03_VC182_2,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_4,HC03_VC188_2,HC03_VC189_4,HC03_VC190_4,HC03_VC191_3,HC03_VC192_3,HC03_VC193_4,HC03_VC194_4,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_3,HC03_VC199_2,HC03_VC200_2,HC03_VC201_3,HC03_VC202_2,HC03_VC203_3,HC03_VC204_2,HC03_VC205_1,HC03_VC206_4,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
212,mid,HC03_VC182_3,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_2,HC03_VC188_2,HC03_VC189_4,HC03_VC190_2,HC03_VC191_4,HC03_VC192_3,HC03_VC193_3,HC03_VC194_4,HC03_VC195_4,HC03_VC196_3,HC03_VC197_1,HC03_VC198_4,HC03_VC199_2,HC03_VC200_3,HC03_VC201_1,HC03_VC202_3,HC03_VC203_2,HC03_VC204_1,HC03_VC205_3,HC03_VC206_2,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
213,mid,HC03_VC182_2,HC03_VC183_4,HC03_VC184_2,HC03_VC185_1,HC03_VC186_2,HC03_VC187_1,HC03_VC188_2,HC03_VC189_1,HC03_VC190_1,HC03_VC191_1,HC03_VC192_2,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_3,HC03_VC198_1,HC03_VC199_2,HC03_VC200_2,HC03_VC201_1,HC03_VC202_1,HC03_VC203_1,HC03_VC204_3,HC03_VC205_1,HC03_VC206_1,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
214,mid,HC03_VC182_2,HC03_VC183_1,HC03_VC184_1,HC03_VC185_2,HC03_VC186_1,HC03_VC187_3,HC03_VC188_3,HC03_VC189_3,HC03_VC190_1,HC03_VC191_3,HC03_VC192_2,HC03_VC193_2,HC03_VC194_4,HC03_VC195_3,HC03_VC196_1,HC03_VC197_1,HC03_VC198_2,HC03_VC199_2,HC03_VC200_3,HC03_VC201_1,HC03_VC202_2,HC03_VC203_3,HC03_VC204_3,HC03_VC205_2,HC03_VC206_3,HC03_VC207_2,HC03_VC208_2,HC03_VC209_2
215,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_1,HC03_VC187_3,HC03_VC188_3,HC03_VC189_4,HC03_VC190_4,HC03_VC191_4,HC03_VC192_3,HC03_VC193_4,HC03_VC194_4,HC03_VC195_2,HC03_VC196_3,HC03_VC197_3,HC03_VC198_4,HC03_VC199_2,HC03_VC200_1,HC03_VC201_3,HC03_VC202_4,HC03_VC203_3,HC03_VC204_3,HC03_VC205_4,HC03_VC206_1,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
216,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_3,HC03_VC188_4,HC03_VC189_4,HC03_VC190_2,HC03_VC191_2,HC03_VC192_2,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_3,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_4,HC03_VC202_4,HC03_VC203_1,HC03_VC204_3,HC03_VC205_2,HC03_VC206_2,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
217,mid,HC03_VC182_2,HC03_VC183_2,HC03_VC184_2,HC03_VC185_3,HC03_VC186_2,HC03_VC187_4,HC03_VC188_2,HC03_VC189_2,HC03_VC190_2,HC03_VC191_4,HC03_VC192_3,HC03_VC193_2,HC03_VC194_4,HC03_VC195_3,HC03_VC196_3,HC03_VC197_1,HC03_VC198_3,HC03_VC199_2,HC03_VC200_3,HC03_VC201_4,HC03_VC202_4,HC03_VC203_3,HC03_VC204_1,HC03_VC205_3,HC03_VC206_4,HC03_VC207_2,HC03_VC208_3,HC03_VC209_2
218,mid,HC03_VC182_4,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_2,HC03_VC188_1,HC03_VC189_2,HC03_VC190_1,HC03_VC191_3,HC03_VC192_1,HC03_VC193_2,HC03_VC194_2,HC03_VC195_1,HC03_VC196_2,HC03_VC197_1,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_1,HC03_VC202_1,HC03_VC203_1,HC03_VC204_1,HC03_VC205_1,HC03_VC206_1,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
219,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_1,HC03_VC185_3,HC03_VC186_2,HC03_VC187_4,HC03_VC188_3,HC03_VC189_1,HC03_VC190_2,HC03_VC191_4,HC03_VC192_3,HC03_VC193_4,HC03_VC194_3,HC03_VC195_4,HC03_VC196_3,HC03_VC197_1,HC03_VC198_3,HC03_VC199_2,HC03_VC200_4,HC03_VC201_3,HC03_VC202_3,HC03_VC203_3,HC03_VC204_3,HC03_VC205_4,HC03_VC206_2,HC03_VC207_1,HC03_VC208_4,HC03_VC209_2
220,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_2,HC03_VC185_2,HC03_VC186_2,HC03_VC187_1,HC03_VC188_4,HC03_VC189_2,HC03_VC190_2,HC03_VC191_1,HC03_VC192_1,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_2,HC03_VC197_3,HC03_VC198_1,HC03_VC199_1,HC03_VC200_2,HC03_VC201_2,HC03_VC202_3,HC03_VC203_1,HC03_VC204_2,HC03_VC205_1,HC03_VC206_1,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
221,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_2,HC03_VC185_2,HC03_VC186_2,HC03_VC187_1,HC03_VC188_4,HC03_VC189_3,HC03_VC190_1,HC03_VC191_1,HC03_VC192_1,HC03_VC193_1,HC03_VC194_3,HC03_VC195_1,HC03_VC196_1,HC03_VC197_2,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_4,HC03_VC202_4,HC03_VC203_1,HC03_VC204_2,HC03_VC205_2,HC03_VC206_1,HC03_VC207_1,HC03_VC208_1,HC03_VC209_1
222,mid,HC03_VC182_3,HC03_VC183_3,HC03_VC184_3,HC03_VC185_2,HC03_VC186_3,HC03_VC187_1,HC03_VC188_2,HC03_VC189_1,HC03_VC190_2,HC03_VC191_1,HC03_VC192_2,HC03_VC193_1,HC03_VC194_3,HC03_VC195_3,HC03_VC196_3,HC03_VC197_2,HC03_VC198_2,HC03_VC199_2,HC03_VC200_3,HC03_VC201_4,HC03_VC202_3,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_1,HC03_VC207_3,HC03_VC208_1,HC03_VC209_2
223,mid,HC03_VC182_4,HC03_VC183_2,HC03_VC184_1,HC03_VC185_3,HC03_VC186_1,HC03_VC187_1,HC03_VC188_2,HC03_VC189_3,HC03_VC190_3,HC03_VC191_2,HC03_VC192_3,HC03_VC193_3,HC03_VC194_2,HC03_VC195_3,HC03_VC196_2,HC03_VC197_3,HC03_VC198_3,HC03_VC199_1,HC03_VC200_3,HC03_VC201_1,HC03_VC202_2,HC03_VC203_3,HC03_VC204_3,HC03_VC205_3,HC03_VC206_4,HC03_VC207_3,HC03_VC208_3,HC03_VC209_2
224,mid,HC03_VC182_1,HC03_VC183_4,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_2,HC03_VC188_3,HC03_VC189_1,HC03_VC190_1,HC03_VC191_1,HC03_VC192_1,HC03_VC193_1,HC03_VC194_2,HC03_VC195_2,HC03_VC196_1,HC03_VC197_1,HC03_VC198_1,HC03_VC199_2,HC03_VC200_2,HC03_VC201_4,HC03_VC202_1,HC03_VC203_1,HC03_VC204_2,HC03_VC205_2,HC03_VC206_1,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
225,mid,HC03_VC182_4,HC03_VC183_4,HC03_VC184_1,HC03_VC185_3,HC03_VC186_2,HC03_VC187_2,HC03_VC188_1,HC03_VC189_2,HC03_VC190_1,HC03_VC191_1,HC03_VC192_3,HC03_VC193_4,HC03_VC194_1,HC03_VC195_1,HC03_VC196_2,HC03_VC197_1,HC03_VC198_3,HC03_VC199_2,HC03_VC200_3,HC03_VC201_1,HC03_VC202_3,HC03_VC203_2,HC03_VC204_1,HC03_VC205_1,HC03_VC206_1,HC03_VC207_1,HC03_VC208_2,HC03_VC209_1
226,mid,HC03_VC182_4,HC03_VC183_2,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_2,HC03_VC188_3,HC03_VC189_2,HC03_VC190_1,HC03_VC191_4,HC03_VC192_3,HC03_VC193_4,HC03_VC194_3,HC03_VC195_4,HC03_VC196_3,HC03_VC197_4,HC03_VC198_4,HC03_VC199_1,HC03_VC200_4,HC03_VC201_4,HC03_VC202_1,HC03_VC203_3,HC03_VC204_3,HC03_VC205_4,HC03_VC206_4,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
227,mid,HC03_VC182_1,HC03_VC183_2,HC03_VC184_1,HC03_VC185_1,HC03_VC186_1,HC03_VC187_3,HC03_VC188_1,HC03_VC189_1,HC03_VC190_1,HC03_VC191_3,HC03_VC192_2,HC03_VC193_2,HC03_VC194_3,HC03_VC195_2,HC03_VC196_2,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_1,HC03_VC202_1,HC03_VC203_2,HC03_VC204_1,HC03_VC205_2,HC03_VC206_2,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
228,mid,HC03_VC182_1,HC03_VC183_2,HC03_VC184_2,HC03_VC185_2,HC03_VC186_1,HC03_VC187_2,HC03_VC188_1,HC03_VC189_2,HC03_VC190_1,HC03_VC191_2,HC03_VC192_2,HC03_VC193_2,HC03_VC194_2,HC03_VC195_1,HC03_VC196_1,HC03_VC197_1,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_2,HC03_VC202_1,HC03_VC203_2,HC03_VC204_3,HC03_VC205_1,HC03_VC206_2,HC03_VC207_2,HC03_VC208_2,HC03_VC209_2
229,mid,HC03_VC182_2,HC03_VC183_1,HC03_VC184_2,HC03_VC185_3,HC03_VC186_3,HC03_VC187_4,HC03_VC188_1,HC03_VC189_3,HC03_VC190_3,HC03_VC191_4,HC03_VC192_3,HC03_VC193_3,HC03_VC194_3,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_4,HC03_VC199_1,HC03_VC200_4,HC03_VC201_2,HC03_VC202_3,HC03_VC203_3,HC03_VC204_3,HC03_VC205_4,HC03_VC206_4,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
230,mid,HC03_VC182_2,HC03_VC183_4,HC03_VC184_2,HC03_VC185_1,HC03_VC186_1,HC03_VC187_1,HC03_VC188_1,HC03_VC189_1,HC03_VC190_1,HC03_VC191_1,HC03_VC192_2,HC03_VC193_1,HC03_VC194_2,HC03_VC195_1,HC03_VC196_1,HC03_VC197_1,HC03_VC198_1,HC03_VC199_1,HC03_VC200_1,HC03_VC201_1,HC03_VC202_2,HC03_VC203_1,HC03_VC204_3,HC03_VC205_1,HC03_VC206_1,HC03_VC207_1,HC03_VC208_1,HC03_VC209_2
231,mid,HC03_VC182_2,HC03_VC183_3,HC03_VC184_1,HC03_VC185_1,HC03_VC186_2,HC03_VC187_4,HC03_VC188_2,HC03_VC189_3,HC03_VC190_1,HC03_VC191_4,HC03_VC192_2,HC03_VC193_2,HC03_VC194_4,HC03_VC195_3,HC03_VC196_2,HC03_VC197_3,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_3,HC03_VC202_3,HC03_VC203_3,HC03_VC204_1,HC03_VC205_3,HC03_VC206_4,HC03_VC207_2,HC03_VC208_3,HC03_VC209_1
232,mid,HC03_VC182_4,HC03_VC183_2,HC03_VC184_2,HC03_VC185_2,HC03_VC186_3,HC03_VC187_2,HC03_VC188_2,HC03_VC189_1,HC03_VC190_2,HC03_VC191_3,HC03_VC192_3,HC03_VC193_2,HC03_VC194_3,HC03_VC195_3,HC03_VC196_2,HC03_VC197_4,HC03_VC198_1,HC03_VC199_2,HC03_VC200_2,HC03_VC201_1,HC03_VC202_1,HC03_VC203_3,HC03_VC204_3,HC03_VC205_2,HC03_VC206_4,HC03_VC207_3,HC03_VC208_2,HC03_VC209_2
233,mid,HC03_VC182_3,HC03_VC183_2,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_4,HC03_VC188_2,HC03_VC189_4,HC03_VC190_1,HC03_VC191_4,HC03_VC192_3,HC03_VC193_3,HC03_VC194_4,HC03_VC195_2,HC03_VC196_3,HC03_VC197_3,HC03_VC198_3,HC03_VC199_2,HC03_VC200_4,HC03_VC201_4,HC03_VC202_3,HC03_VC203_3,HC03_VC204_1,HC03_VC205_3,HC03_VC206_4,HC03_VC207_3,HC03_VC208_4,HC03_VC209_2
234,mid,HC03_VC182_1,HC03_VC183_3,HC03_VC184_1,HC03_VC185_2,HC03_VC186_2,HC03_VC187_2,HC03_VC188_4,HC03_VC189_2,HC03_VC190_1,HC03_VC191_1,HC03_VC192_1,HC03_VC193_2,HC03_VC194_3,HC03_VC195_2,HC03_VC196_1,HC03_VC197_3,HC03_VC198_2,HC03_VC199_1,HC03_VC200_2,HC03_VC201_1,HC03_VC202_2,HC03_VC203_2,HC03_VC204_2,HC03_VC205_1,HC03_VC206_1,HC03_VC207_1,HC03_VC208_2,HC03_VC209_1
235,mid,HC03_VC182_4,HC03_VC183_1,HC03_VC184_3,HC03_VC185_3,HC03_VC186_3,HC03_VC187_4,HC03_VC188_2,HC03_VC189_4,HC03_VC190_4,HC03_VC191_4,HC03_VC192_2,HC03_VC193_4,HC03_VC194_3,HC03_VC195_4,HC03_VC196_3,HC03_VC197_3,HC03_VC198_4,HC03_VC199_2,HC03_VC200_4,HC03_VC201_4,HC03_VC202_4,HC03_VC203_3,HC03_VC204_3,HC03_VC205_2,HC03_VC206_4,HC03_VC207_3,HC03_VC208_2,HC03_VC209_2
236,mid,HC03_VC182_2,HC03_VC183_4,HC03_VC184_2,HC03_VC185_1,HC03_VC186_3,HC03_VC187_1,HC03_VC188_4,HC03_VC189_3,HC03_VC190_3,HC03_VC191_1,HC03_VC192_3,HC03_VC193_1,HC03_VC194_1,HC03_VC195_1,HC03_VC196_1,HC03_VC197_3,HC03_VC198_1,HC03_VC199_2,HC03_VC200_1,HC03_VC201_1,HC03_VC202_2,HC03_VC203_1,HC03_VC204_3,HC03_VC205_1,HC03_VC206_2,HC03_VC207_1,HC03_VC208_2,HC03_VC209_2
237,mid,HC03_VC182_2,HC03_VC183_2,HC03_VC184_2,HC03_VC185_3,HC03_VC186_3,HC03_VC187_1,HC03_VC188_2,HC03_VC189_2,HC03_VC190_1,HC03_VC191_1,HC03_VC192_2,HC03_VC193_2,HC03_VC194_2,HC03_VC195_2,HC03_VC196_3,HC03_VC197_4,HC03_VC198_2,HC03_VC199_1,HC03_VC200_3,HC03_VC201_3,HC03_VC202_3,HC03_VC203_2,HC03_VC204_3,HC03_VC205_3,HC03_VC206_1,HC03_VC207_2,HC03_VC208_2,HC03_VC209_2
238,mid,HC03_VC182_1,HC03_VC183_3,HC03_VC184_2,HC03_VC185_2,HC03_VC186_1,HC03_VC187_2,HC03_VC188_2,HC03_VC189_2,HC03_VC190_2,HC03_VC191_1,HC03_VC192_2,HC03_VC193_1,HC03_VC194_2,HC03_VC195_2,HC03_VC196_1,HC03_VC197_2,HC03_VC198_2,HC03_VC199_2,HC03_VC200_3,HC03_VC201_2,HC03_VC202_2,HC03_VC203_2,HC03_VC204_1,HC03_VC205_2,HC03_VC206_1,HC03_VC207_2,HC03_VC208_1,HC03_VC209_2
