,drug,HC03_VC166,HC03_VC167,HC03_VC168,HC03_VC170,HC03_VC171,HC03_VC172,HC03_VC173,HC03_VC174,HC03_VC175,HC03_VC176,HC03_VC177,HC03_VC178
444,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
445,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
446,low,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
447,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_4,HC03_VC172_3,HC03_VC173_2,HC03_VC174_1,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
448,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_1,HC03_VC178_2
449,low,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_1,HC03_VC172_1,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
450,low,HC03_VC166_4,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_3,HC03_VC174_4,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
451,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_2,HC03_VC175_1,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
452,low,HC03_VC166_4,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_4,HC03_VC175_2,HC03_VC176_2,HC03_VC177_1,HC03_VC178_2
453,low,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_4,HC03_VC174_3,HC03_VC175_2,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
454,low,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_3,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
455,low,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
456,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_1,HC03_VC178_2
457,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
458,low,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
459,low,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
