,drug,HC03_VC35,HC03_VC36,HC03_VC37,HC03_VC38,HC03_VC39,HC03_VC40,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC46,HC03_VC47
444,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_3,HC03_VC39_3,HC03_VC40_4,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_2,HC03_VC46_4,HC03_VC47_2
445,low,HC03_VC35_4,HC03_VC36_3,HC03_VC37_3,HC03_VC38_1,HC03_VC39_1,HC03_VC40_2,HC03_VC42_4,HC03_VC43_2,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
446,low,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_4,HC03_VC39_1,HC03_VC40_3,HC03_VC42_4,HC03_VC43_1,HC03_VC44_3,HC03_VC45_3,HC03_VC46_3,HC03_VC47_4
447,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_2,HC03_VC38_2,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_1,HC03_VC45_4,HC03_VC46_1,HC03_VC47_4
448,low,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_1,HC03_VC40_2,HC03_VC42_4,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_4,HC03_VC47_2
449,low,HC03_VC35_4,HC03_VC36_2,HC03_VC37_2,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_4,HC03_VC43_2,HC03_VC44_2,HC03_VC45_4,HC03_VC46_1,HC03_VC47_4
450,low,HC03_VC35_4,HC03_VC36_2,HC03_VC37_4,HC03_VC38_1,HC03_VC39_1,HC03_VC40_3,HC03_VC42_4,HC03_VC43_2,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
451,low,HC03_VC35_4,HC03_VC36_3,HC03_VC37_4,HC03_VC38_2,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_3,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
452,low,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_1,HC03_VC44_4,HC03_VC45_1,HC03_VC46_2,HC03_VC47_3
453,low,HC03_VC35_3,HC03_VC36_1,HC03_VC37_4,HC03_VC38_4,HC03_VC39_1,HC03_VC40_3,HC03_VC42_3,HC03_VC43_2,HC03_VC44_3,HC03_VC45_2,HC03_VC46_3,HC03_VC47_2
454,low,HC03_VC35_3,HC03_VC36_2,HC03_VC37_3,HC03_VC38_4,HC03_VC39_2,HC03_VC40_2,HC03_VC42_3,HC03_VC43_2,HC03_VC44_3,HC03_VC45_4,HC03_VC46_3,HC03_VC47_1
455,low,HC03_VC35_3,HC03_VC36_4,HC03_VC37_2,HC03_VC38_4,HC03_VC39_1,HC03_VC40_2,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_2,HC03_VC47_2
456,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_2,HC03_VC40_2,HC03_VC42_4,HC03_VC43_4,HC03_VC44_2,HC03_VC45_4,HC03_VC46_3,HC03_VC47_1
457,low,HC03_VC35_4,HC03_VC36_2,HC03_VC37_4,HC03_VC38_4,HC03_VC39_2,HC03_VC40_1,HC03_VC42_4,HC03_VC43_2,HC03_VC44_3,HC03_VC45_3,HC03_VC46_2,HC03_VC47_2
458,low,HC03_VC35_3,HC03_VC36_3,HC03_VC37_3,HC03_VC38_3,HC03_VC39_1,HC03_VC40_1,HC03_VC42_3,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_1,HC03_VC47_2
459,low,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_1,HC03_VC40_2,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_3
